grupo_id,grupo,especie_id,especie,especie_activa,variedad_id,variedad,variedad_activa,presentacion_id,presentacion,kg_por_unidad,presentacion_activa,presentacion_default
7,Hortalizas de Fruto,38,Morrón,1,75,-,0,100,-,11,0,0
7,Hortalizas de Fruto,38,Morrón,1,75,-,0,710,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,78,Amarillo,1,426,-,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,78,Amarillo,1,95,Cajon,11,1,0
7,Hortalizas de Fruto,38,Morrón,1,78,Amarillo,1,713,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,78,Amarillo,1,96,Plancha,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,78,Amarillo,1,681,Tabla/Palet,600,0,0
7,Hortalizas de Fruto,38,Morrón,1,195,Importado,0,523,-,1,0,0
7,Hortalizas de Fruto,38,Morrón,1,255,Naranja,0,568,-,12,0,0
7,Hortalizas de Fruto,38,Morrón,1,255,Naranja,0,97,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,256,Otros,0,569,-,11,0,0
7,Hortalizas de Fruto,38,Morrón,1,256,Otros,0,98,Cajon,11,1,0
7,Hortalizas de Fruto,38,Morrón,1,256,Otros,0,99,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,76,Rojo,1,424,-,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,76,Rojo,1,91,Cajon,11,1,0
7,Hortalizas de Fruto,38,Morrón,1,76,Rojo,1,711,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,76,Rojo,1,92,Plancha,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,76,Rojo,1,679,Tabla/Palet,600,0,0
7,Hortalizas de Fruto,38,Morrón,1,77,Verde,1,425,-,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,77,Verde,1,93,Cajon,11,1,0
7,Hortalizas de Fruto,38,Morrón,1,77,Verde,1,94,Plancha,6,0,0
7,Hortalizas de Fruto,38,Morrón,1,77,Verde,1,712,Plancha,6,1,0
7,Hortalizas de Fruto,38,Morrón,1,77,Verde,1,680,Tabla/Palet,600,0,0
7,Hortalizas de Fruto,105,Pepinillo,0,231,-,0,547,-,0.25,0,0
7,Hortalizas de Fruto,105,Pepinillo,0,231,-,0,106,Bandeja,0.25,1,0
7,Hortalizas de Fruto,105,Pepinillo,0,231,-,0,105,Plancha,8,1,0
7,Hortalizas de Fruto,39,Pepino,1,79,-,1,637,Cajon,20,1,0
7,Hortalizas de Fruto,39,Pepino,1,79,-,1,427,Plancha,10,1,0
7,Hortalizas de Fruto,39,Pepino,1,79,-,1,683,Tabla/Palet,800,0,0
7,Hortalizas de Fruto,39,Pepino,1,257,Común,0,570,-,20,0,0
7,Hortalizas de Fruto,39,Pepino,1,257,Común,0,102,Cajon,20,1,0
7,Hortalizas de Fruto,39,Pepino,1,257,Común,0,101,Plancha,10,1,0
7,Hortalizas de Fruto,39,Pepino,1,258,Japonés,0,571,-,20,0,0
7,Hortalizas de Fruto,39,Pepino,1,258,Japonés,0,104,Cajon,20,1,0
7,Hortalizas de Fruto,39,Pepino,1,258,Japonés,0,103,Plancha,10,1,0
7,Hortalizas de Fruto,41,Tomate,1,81,-,0,429,Plancha,10,0,0
7,Hortalizas de Fruto,41,Tomate,1,84,Americano,0,432,-,10,0,0
7,Hortalizas de Fruto,41,Tomate,1,86,Cherry,1,434,-,9,0,0
7,Hortalizas de Fruto,41,Tomate,1,86,Cherry,1,114,Plancha,9,1,1
7,Hortalizas de Fruto,41,Tomate,1,86,Cherry,1,113,Plancha Chica,4,1,0
7,Hortalizas de Fruto,41,Tomate,1,235,Cherry Perita,0,551,-,9,0,0
7,Hortalizas de Fruto,41,Tomate,1,235,Cherry Perita,0,112,Plancha,9,0,0
7,Hortalizas de Fruto,41,Tomate,1,235,Cherry Perita,0,111,Plancha Chica,4,0,0
7,Hortalizas de Fruto,41,Tomate,1,189,Importado,0,517,-,1,0,0
7,Hortalizas de Fruto,41,Tomate,1,83,Larga vida,0,431,-,10,0,0
7,Hortalizas de Fruto,41,Tomate,1,85,Oblongo(Perita),1,433,-,20,0,0
7,Hortalizas de Fruto,41,Tomate,1,85,Oblongo(Perita),1,110,Cajon,20,1,0
7,Hortalizas de Fruto,41,Tomate,1,85,Oblongo(Perita),1,109,Plancha,10,1,0
7,Hortalizas de Fruto,41,Tomate,1,361,Perita,0,688,Cajon,20,0,0
7,Hortalizas de Fruto,41,Tomate,1,361,Perita,0,689,Plancha,10,0,0
7,Hortalizas de Fruto,41,Tomate,1,361,Perita,0,695,Tabla/Palet,800,0,0
7,Hortalizas de Fruto,41,Tomate,1,82,Redondo,1,430,-,20,0,0
7,Hortalizas de Fruto,41,Tomate,1,82,Redondo,1,108,Cajon,20,1,0
7,Hortalizas de Fruto,41,Tomate,1,82,Redondo,1,107,Plancha,10,1,0
7,Hortalizas de Fruto,41,Tomate,1,82,Redondo,1,682,Tabla/Palet,800,0,0
7,Hortalizas de Fruto,42,Zapallito,1,87,-,1,435,-,20,0,0
7,Hortalizas de Fruto,42,Zapallito,1,87,-,1,633,Cajón,20,1,1
7,Hortalizas de Fruto,42,Zapallito,1,87,-,1,705,Plancha,10,1,0
7,Hortalizas de Fruto,42,Zapallito,1,87,-,1,684,Tabla/Palet,800,0,0
7,Hortalizas de Fruto,42,Zapallito,1,259,Baby,0,572,-,0.3,0,0
7,Hortalizas de Fruto,42,Zapallito,1,259,Baby,0,117,Bandeja,0.3,1,0
7,Hortalizas de Fruto,42,Zapallito,1,236,Redondo,0,552,-,20,0,0
7,Hortalizas de Fruto,42,Zapallito,1,236,Redondo,0,116,Cajon,20,1,0
7,Hortalizas de Fruto,42,Zapallito,1,236,Redondo,0,115,Plancha,10,1,0
7,Hortalizas de Fruto,43,Zucchini,1,88,-,1,436,-,18,0,0
7,Hortalizas de Fruto,43,Zucchini,1,88,-,1,119,Cajon,18,1,0
7,Hortalizas de Fruto,43,Zucchini,1,88,-,1,709,Cajón,18,0,0
7,Hortalizas de Fruto,43,Zucchini,1,88,-,1,118,Plancha,8,1,0
7,Hortalizas de Fruto,43,Zucchini,1,332,Amarillo,0,,,,,
7,Hortalizas de Fruto,43,Zucchini,1,237,Amarillo,0,553,-,7,0,0
7,Hortalizas de Fruto,43,Zucchini,1,261,Baby,0,574,-,0.3,0,0
7,Hortalizas de Fruto,43,Zucchini,1,261,Baby,0,121,Bandeja,0.3,1,0
7,Hortalizas de Fruto,43,Zucchini,1,260,Otros,0,573,-,8,0,0
7,Hortalizas de Fruto,43,Zucchini,1,260,Otros,0,120,Plancha,8,1,0
8,Legumbres,67,Arveja,1,166,-,1,640,Cajon,12,1,0
8,Legumbres,67,Arveja,1,166,-,1,10,Plancha,6,1,0
8,Legumbres,68,Habas,1,167,-,1,636,Cajon,12,1,0
8,Legumbres,68,Habas,1,167,-,1,372,Plancha,5,1,0
9,Frutos Nativos,111,Guaviyu,0,274,-,0,586,-,1,1,0
9,Frutos Nativos,111,Guaviyu,0,274,-,0,199,Petaca,0.25,1,0
9,Frutos Nativos,77,Guayabo,1,182,-,1,510,-,1,0,0
9,Frutos Nativos,77,Guayabo,1,182,-,1,195,Petaca,1,1,0
9,Frutos Nativos,77,Guayabo,1,182,-,1,194,Plancha,7,1,0
9,Frutos Nativos,110,Pitanga,0,273,-,1,585,-,1,1,0
9,Frutos Nativos,110,Pitanga,0,273,-,1,198,Petaca,0.125,1,0
10,Legumbres secas,80,Garbanzo,0,211,-,0,374,-,,0,0
10,Legumbres secas,81,Lenteja,0,210,-,0,373,-,,0,0
10,Legumbres secas,79,Poroto,0,212,Manteca,0,375,Plancha,5.5,1,0
10,Legumbres secas,82,Poroto Frutilla,0,213,-,0,376,Plancha,5.5,1,0
11,Huevos,87,Huevos,1,217,Blancos,1,665,Caja,30,1,1
11,Huevos,87,Huevos,1,217,Blancos,1,377,Docena,1,1,0
11,Huevos,87,Huevos,1,328,Codorniz,1,667,Caja,30,1,0
11,Huevos,87,Huevos,1,328,Codorniz,1,666,Docena,1,1,1
11,Huevos,87,Huevos,1,218,Colorados,1,664,Caja,30,1,1
11,Huevos,87,Huevos,1,218,Colorados,1,540,Docena,1,1,0
12,Hierbas Aromáticas,113,Ajo Chino,0,293,-,0,315,Atado,0.167,0,0
12,Hierbas Aromáticas,113,Ajo Chino,0,293,-,0,603,Docena,1,1,0
12,Hierbas Aromáticas,113,Ajo Chino,0,293,-,0,316,Sobre,0.083,1,0
12,Hierbas Aromáticas,86,Cilantro,1,209,-,1,323,Atado,0.167,0,0
12,Hierbas Aromáticas,86,Cilantro,1,209,-,1,536,Docena,1,1,0
12,Hierbas Aromáticas,86,Cilantro,1,209,-,1,322,Sobre,0.083,1,0
12,Hierbas Aromáticas,99,Eneldo,1,297,-,1,326,Atado,0.167,0,0
12,Hierbas Aromáticas,99,Eneldo,1,297,-,1,607,Docena,1,1,0
12,Hierbas Aromáticas,99,Eneldo,1,297,-,1,325,Sobre,0.083,1,0
12,Hierbas Aromáticas,89,Estragón,1,298,-,1,608,Docena,1,1,0
12,Hierbas Aromáticas,89,Estragón,1,298,-,1,328,Sobre,0.083,1,0
12,Hierbas Aromáticas,92,Laurel,1,301,-,1,611,Docena,1,1,0
12,Hierbas Aromáticas,92,Laurel,1,301,-,1,338,Sobre,0.083,1,0
12,Hierbas Aromáticas,117,Lemon Grass,1,302,-,0,339,Bandeja,1,1,0
12,Hierbas Aromáticas,85,Menta,1,214,-,1,342,Atado,0.167,0,0
12,Hierbas Aromáticas,85,Menta,1,214,-,1,537,Docena,1,1,0
12,Hierbas Aromáticas,85,Menta,1,214,-,1,343,Sobre,0.083,1,0
12,Hierbas Aromáticas,85,Menta,1,214,-,1,344,Sobre Unitario,,0,0
12,Hierbas Aromáticas,126,Ñame,1,355,-,1,,,,,
12,Hierbas Aromáticas,126,Ñame,1,350,-,0,641,-,1,1,0
12,Hierbas Aromáticas,94,Orégano,1,309,-,1,353,Atado,1,0,0
12,Hierbas Aromáticas,94,Orégano,1,309,-,1,617,Docena,1,1,0
12,Hierbas Aromáticas,94,Orégano,1,309,-,1,354,Sobre,0.083,1,0
12,Hierbas Aromáticas,97,Radicheta,1,311,-,1,364,Atado,0.417,0,0
12,Hierbas Aromáticas,97,Radicheta,1,311,-,1,618,Docena,5,1,0
12,Hierbas Aromáticas,97,Radicheta,1,311,-,1,357,Sobre,0.417,1,0
12,Hierbas Aromáticas,83,Romero,1,215,-,1,538,Docena,1,1,1
12,Hierbas Aromáticas,83,Romero,1,215,-,1,367,Sobre,0.083,1,0
12,Hierbas Aromáticas,83,Romero,1,215,-,1,360,Sobre Docena,1,0,0
12,Hierbas Aromáticas,83,Romero,1,215,-,1,361,Sobre Unitario,0.083,0,0
12,Hierbas Aromáticas,98,Salvia,1,313,-,1,368,Atado,0.03,0,0
12,Hierbas Aromáticas,98,Salvia,1,313,-,1,620,Docena,1,1,0
12,Hierbas Aromáticas,98,Salvia,1,313,-,1,362,Sobre,0.083,1,0
12,Hierbas Aromáticas,84,Tomillo,1,216,-,1,369,Atado,0.167,0,0
12,Hierbas Aromáticas,84,Tomillo,1,216,-,1,539,Docena,1,1,0
12,Hierbas Aromáticas,84,Tomillo,1,216,-,1,363,Sobre,0.083,1,0
13,Hongos,88,Hongos,1,221,Champiñón,1,333,bolsa/bandeja,1,1,0
13,Hongos,88,Hongos,1,223,Pleurotus,1,332,bolsa/bandeja,1,1,0
13,Hongos,88,Hongos,1,222,Portobello,0,331,bolsa/bandeja,1,1,0
13,Hongos,88,Hongos,1,224,Shiitake,1,541,bolsa/bandeja,1,1,0
13,Hongos,88,Hongos,1,346,Silvestre (Eucalyptus),0,,,,,
13,Hongos,88,Hongos,1,220,Silvestre Eucalipto,1,334,Plancha,5,1,0
13,Hongos,88,Hongos,1,219,Silvestre Pino,1,335,Plancha,5,1,0
14,Secundarios,112,Acedera,0,292,Roja,0,602,Docena,2,1,0
14,Secundarios,112,Acedera,0,292,Roja,0,314,Sobre,0.167,1,0
14,Secundarios,114,Amaranto,0,294,-,0,604,-,0.1,0,0
14,Secundarios,114,Amaranto,0,294,-,0,317,Sobre,0.1,1,0
14,Secundarios,103,Brote Soja,1,,,,,,,,
14,Secundarios,115,Brotes,0,296,Alfalfa,1,606,-,1.2,1,0
14,Secundarios,115,Brotes,0,296,Alfalfa,1,320,Bandeja,1.2,1,1
14,Secundarios,115,Brotes,0,296,Alfalfa,1,318,Bolsa,1,1,0
14,Secundarios,115,Brotes,0,295,Soja,1,605,-,3,1,0
14,Secundarios,115,Brotes,0,295,Soja,1,321,Bandeja,2.4,1,1
14,Secundarios,115,Brotes,0,295,Soja,1,319,Bolsa,1,1,0
14,Secundarios,102,Brotes Alfalfa,1,,,,,,,,
14,Secundarios,119,Flores,1,315,Comestibles,1,622,-,0.02,0,0
14,Secundarios,119,Flores,1,315,Comestibles,1,371,Petaca,0.02,1,0
14,Secundarios,116,Grelo,1,299,-,1,329,Atado,0.583,1,0
14,Secundarios,116,Grelo,1,299,-,1,609,Docena,7,1,1
14,Secundarios,100,Maní,1,226,-,1,543,-,1,0,0
14,Secundarios,100,Maní,1,226,-,1,340,Bolsa,10,1,0
14,Secundarios,100,Maní,1,303,Tostado,1,612,-,1,0,0
14,Secundarios,100,Maní,1,303,Tostado,1,341,Bolsa,10,1,0
14,Secundarios,132,Mix de hojas verdes,1,365,-,1,715,Docena,3.6,1,1
14,Secundarios,132,Mix de hojas verdes,1,365,-,1,714,Sobre,0.3,1,0
14,Secundarios,101,Nuez,1,308,Europea,1,616,-,1,1,0
14,Secundarios,101,Nuez,1,308,Europea,1,351,Bolsa,1,1,0
14,Secundarios,101,Nuez,1,307,Pecán,1,615,-,1,1,0
14,Secundarios,101,Nuez,1,307,Pecán,1,352,Bolsa,1,1,0
14,Secundarios,122,Papa del aire,1,334,-,1,,,,,
14,Secundarios,131,Tamarindo,1,357,-,1,,,,,
14,Secundarios,118,Uchuva,1,314,-,1,621,Docena,1.5,1,0
14,Secundarios,118,Uchuva,1,314,-,1,370,Petaca,0.125,1,0
